id,feat0,feat1,feat2,feat3,feat4,treatment,target
7423,-0.289501,0.6056932,0.10744413,-0.4982819,-0.052297167,1,483
7424,1.3549901,1.0939671,-1.2780147,-0.006304642,-1.5431806,1,822
7425,1.0095042,0.93227863,0.13796271,-0.17192651,0.08237217,1,947
7426,-0.17341514,-0.1992149,-0.93452877,-0.3854059,1.3287581,0,474
7427,0.38954937,1.1824037,0.18073417,-0.8054394,-0.90574455,0,458
7428,-1.3781649,1.4934144,1.1070462,-0.64866525,-0.03459041,0,584
7429,0.5335994,-0.30337265,0.7754505,0.9145962,0.80856764,0,752
7430,-0.46004447,-0.9609797,0.81653845,0.03908436,0.98502594,1,520
7431,0.3018205,-0.85629034,-0.82164884,-2.0361087,1.5972544,0,277
7432,-0.5289747,-0.07640102,0.94864124,-0.5714395,-0.2412888,1,400
7433,-0.15714249,-1.5755296,1.9211376,-0.45518553,-1.0844042,0,388
7434,-0.55559844,-0.903972,-0.10445695,-0.94556326,1.1071887,0,373
7435,-0.16011168,0.4951243,-0.28285983,0.86362654,-0.62071747,0,310
7436,-0.52910316,-2.2801747,-0.25022823,-1.9718461,-1.1134045,1,300
7437,0.795678,-0.33305094,-0.61293346,1.8737819,-0.14798705,1,826
7438,-0.40598696,0.43433106,0.0523698,-0.2415797,-0.2877138,0,275
7439,-1.2363304,-0.9295329,1.1864022,0.78801733,-0.82846487,0,468
7440,-0.3401402,0.40566322,-0.36243862,0.027848344,0.67702425,0,416
7441,-0.2761043,0.5085713,-1.8390034,1.1568758,-0.27037525,0,427
7442,-1.3037045,0.18437329,0.4825884,-0.14155929,-1.38553,0,433
7443,0.62223816,0.5219485,-0.6591629,1.366404,1.5620978,1,1175
7444,1.3096545,-0.5875272,1.0070441,0.8198932,0.52757686,1,1136
7445,1.4012492,-0.17710803,-0.12504023,-0.018279655,-1.3219587,1,763
7446,-1.3587966,0.84086096,1.0895921,0.44058684,-1.3769325,1,434
7447,0.62865746,-0.58987,1.4415404,-1.3375508,0.5715953,1,729
7448,0.9554399,-0.27605492,-0.4339839,-0.69199944,-0.49092695,1,552
7449,-0.13943042,1.3897073,-0.76848185,0.78535783,0.84512115,1,887
7450,-0.12941125,-0.9102365,-1.0317919,0.4942316,0.018109497,0,427
7451,-0.08953678,-0.7634663,1.0073496,-2.9202023,0.45474303,0,336
7452,0.9551841,0.95544064,-0.29247165,0.65982616,2.0216858,1,1450
7453,-0.16947931,0.6762061,-1.7019734,-0.20925364,-0.09984413,1,406
7454,-0.8695949,0.69500995,1.0065281,0.012533173,-0.18802178,1,491
7455,-1.4597962,0.20152111,-0.8789393,0.97071636,-1.1744256,1,257
7456,-0.41847727,-0.14764912,-1.0175742,-2.765527,1.1843994,1,359
7457,0.5472984,0.45754105,-0.19624177,0.5124982,-0.16460676,1,755
7458,0.80179334,-1.1688823,-0.45845488,-1.0774072,-0.50181216,0,214
7459,-0.802733,0.97283244,-2.3772373,-1.2847464,0.65825844,0,305
7460,-0.4584285,0.12804699,-0.43474123,-1.2071078,-0.46916592,1,376
7461,0.18760924,-0.04073061,0.4291631,0.74722743,-1.3349458,0,340
7462,0.60833585,0.02554562,0.20621142,-0.13009875,1.3098304,0,616
7463,-1.2470772,0.5883307,-0.47634763,-1.1650789,0.7305901,0,362
7464,-0.6917219,0.7009585,0.81567985,0.1078934,0.76824474,1,761
7465,-2.1766243,-0.0641208,-2.038797,0.32118118,-0.6422657,1,171
7466,-0.61103606,-0.86785954,-0.29592818,0.51086533,-0.33070406,0,398
7467,-0.7313939,1.1973972,0.48319823,-0.11186819,0.10824366,1,603
7468,-0.30847618,-0.40021542,0.5298554,-0.8799005,2.2873018,0,576
7469,0.20948824,0.5391286,0.87885815,-0.09541782,0.7316436,0,689
7470,-1.0420762,-0.37307635,1.3427523,1.4026558,0.7222279,0,824
7471,-1.2621274,0.075684,0.447119,1.0077739,0.2884256,0,633
7472,0.35663006,0.6311734,0.36657488,-0.6768332,0.5749037,1,745
7473,-0.14412439,1.5562714,-0.73915386,0.84270763,-0.40161085,1,743
7474,-0.6569797,0.33094895,1.4309398,0.6064999,0.2701317,1,751
7475,-0.016149646,1.0903901,0.84049433,-1.794254,0.93322927,0,590
7476,0.6370532,-1.5905063,-0.87578297,-0.3255238,1.3677981,0,441
7477,1.8856045,0.4341716,-0.49377212,0.90484935,-0.30721518,0,553
7478,0.30179024,1.701544,0.9895811,-0.8224418,0.6966896,1,1159
7479,-0.81171465,-0.2734648,1.7305205,-0.99921685,0.40249103,1,420
7480,-0.37858614,-0.17484602,-0.042666808,-0.039950337,-0.5050769,0,302
7481,-0.46917528,-0.41390985,-0.07001975,0.7249304,0.74166036,0,630
7482,0.064403266,-0.26493332,1.6657571,-1.110502,-0.88295466,1,698
7483,1.3388172,-0.9251268,-0.6562108,1.2892698,-0.3503267,1,738
7484,-1.6046365,-1.1435215,-0.53019553,0.8421266,-0.08131828,0,613
7485,0.12495357,-0.64057904,-0.02867178,0.71760887,0.40502977,0,497
7486,-0.7167261,1.3299124,0.20274343,0.17612149,0.4507324,1,717
7487,1.2281938,-0.34529296,0.25473246,0.7858707,0.5691723,1,1012
7488,-0.7666421,-1.5251367,-0.2770579,0.034199204,1.073042,0,651
7489,-0.61038816,0.20733283,2.058581,0.32188007,0.824344,0,857
7490,0.38522813,0.2951679,0.988716,1.0478154,1.0498867,1,1202
7491,-1.5035764,-0.5385045,1.2043836,-0.2095319,1.4832319,1,502
7492,-1.4541723,0.80146885,0.257367,0.45063722,0.24289112,1,409
7493,-1.6339273,0.15321307,-0.5813372,0.6599051,0.49559948,1,459
7494,0.12232829,-1.183797,0.61319953,-1.266454,-0.0060705417,1,378
7495,0.42711288,0.59874743,0.6754154,-1.8505173,-2.1829715,1,834
7496,-0.05967366,-0.7232981,0.31881836,0.60665965,0.8230233,1,659
7497,0.48082304,0.24777432,-0.83701575,-2.5040267,0.8523535,0,192
7498,0.4640565,-1.7619654,-1.0550886,1.7755611,0.014061156,0,658
7499,-0.85697854,-0.924349,-1.0755953,-0.473847,1.3556455,1,464
7500,0.55608684,-0.23067898,0.7842245,-0.996933,0.8826303,1,668
7501,1.6917428,-1.2917778,1.8493823,-0.49818948,0.65737736,1,1009
7502,0.16973399,-0.030811807,0.110587806,0.50881594,-0.52676225,1,487
7503,0.36193016,1.5159502,0.3205982,-1.1164347,-0.13314597,1,981
7504,0.10952656,0.45337042,0.4278068,-0.40437278,-0.4509841,0,389
7505,-2.1960647,-1.1700627,1.5019177,-1.484878,-0.63792694,1,143
7506,1.2514476,1.8382509,1.2810569,0.9062191,-0.5953114,1,1602
7507,0.47747725,-1.09613,0.40623915,1.1906403,0.23237213,1,705
7508,-0.5906909,-0.83633924,-0.3376962,-0.2592382,2.2451997,1,700
7509,-0.23335753,-0.8477302,-0.13791178,0.5630521,-0.47673073,1,378
7510,0.5281661,-0.024562962,1.5406399,-1.3096662,-0.82715404,0,601
7511,0.2976862,0.4678562,-0.78094965,-0.31127742,0.011014439,1,455
7512,0.18027458,1.1758492,0.19398625,-0.7003445,0.8866416,1,841
7513,0.096958265,-0.30843747,2.8452773,-0.33132255,2.0330763,0,1145
7514,-1.0909094,0.30600196,1.1701945,-1.4209559,-1.9003674,0,399
7515,-0.37358275,0.18281832,2.1668794,-1.260583,-0.14996335,0,699
7516,0.93423754,0.80564255,0.7189727,0.237822,-0.70058465,0,617
7517,-0.7990425,-0.07653154,-0.8644908,-0.31927937,-0.61435926,1,325
7518,-0.27347237,0.41905382,0.12601025,1.0527338,-1.1817807,0,329
7519,-0.69962,0.4527548,1.0175092,-0.19826417,2.0609,0,842
7520,-1.5805954,-1.5654343,-0.26083553,-1.0980564,-0.142594,0,480
7521,-1.5817267,0.843116,-0.90025586,0.8191857,-0.27519646,0,462
7522,-0.58908635,0.67489684,0.47422788,-0.10301488,-0.71211606,0,368
7523,1.429601,0.9934905,0.46858156,0.100893155,-0.6388178,0,652
7524,0.23573217,0.4049247,-0.5929266,-0.027467651,1.6805363,0,588
7525,-0.68154526,0.85241324,-0.018360939,1.8306258,0.3455061,0,768
7526,0.05418458,1.0386628,0.32135123,1.3021662,-0.6319734,0,645
7527,-0.8942583,1.1444559,0.6222148,-0.42391804,-1.6247903,1,530
7528,0.41919473,-1.0012136,0.60528564,-1.0694519,0.84033054,0,296
7529,0.6080176,1.9770299,0.6812263,1.2847909,-1.0785906,0,782
7530,-0.44343635,-0.21307953,-0.07290704,-0.65231055,1.4625342,0,491
7531,0.45587265,-0.86394835,0.054429255,-0.06415607,-1.5258318,0,257
7532,-0.08229422,-0.5559215,0.3697454,-0.3962088,-0.40310147,1,365
7533,0.28983897,-0.66531104,2.0788524,-0.045486446,0.5970847,1,896
7534,1.3196678,-0.4347957,0.36421773,0.3925469,2.404117,1,1339
7535,0.4473089,0.115282774,0.11324325,1.1756,1.0484656,0,797
7536,-1.0985448,-0.6467548,-0.58208954,1.5955623,0.42802042,1,660
7537,0.076978795,-0.045016777,-0.21009627,1.4263754,-0.048730772,1,646
7538,0.41609883,-0.766742,1.5371828,-0.9925434,1.2942747,0,549
7539,0.40907723,-0.22567831,-0.06757157,0.96335703,-0.5148956,0,342
7540,-0.85976887,1.3067832,-0.12278523,-0.6013341,0.7732069,0,338
7541,-0.5576914,-0.09639719,0.2536904,0.5152657,-0.58523756,0,349
7542,-0.21112303,-0.3180834,-0.050807603,-1.0641345,0.63634074,1,343
7543,-1.2943449,-0.3552646,-0.6328702,0.12455408,0.78408486,0,621
7544,-0.5440666,0.10849924,-0.21844642,-0.9466887,-1.7433594,1,352
7545,-0.9261762,-0.798729,1.1459552,-1.3835362,0.28608716,0,376
7546,-0.30448613,0.7304359,-0.76101017,-0.3724149,-0.0017674865,1,423
7547,1.648189,-0.13347693,-1.7385955,-0.8451495,-1.5662568,0,90
7548,0.29177114,0.41599554,0.7664406,0.031755157,2.0096164,0,919
7549,1.0561749,0.0221229,0.31181088,-0.32000786,0.27364406,1,742
7550,0.36073533,-1.0563642,0.044076696,0.6192526,-3.1708515,0,271
7551,-0.20388699,0.51299715,-0.9158617,-0.08645812,0.7929597,1,568
7552,0.7396145,0.52867687,-2.1617813,-1.5547973,0.38629243,0,128
7553,-0.40480497,-1.4585114,0.18735169,-0.34902674,1.1544418,1,506
7554,0.57352364,0.14006568,-0.4226811,-1.4630196,-0.7811452,0,266
7555,-1.4991412,-0.056490757,1.5784836,1.2938988,-1.3997613,1,282
7556,0.49968252,-0.20812047,0.8410014,2.0368247,0.20494321,1,1108
7557,0.06447775,0.7900688,-0.9789178,-0.27506155,-1.6646631,1,492
7558,-0.3532618,0.95691645,-0.22059527,0.5957791,-0.0031965615,1,620
7559,1.841083,-3.3550913,-0.15836443,0.45681933,0.7670142,0,395
7560,2.1829176,0.4611197,1.0954726,-0.11286184,-0.2990968,0,810
7561,-0.40406898,-1.5858054,1.602,0.13936932,0.002503159,0,367
7562,0.9372876,0.48136827,-0.038932364,1.3528881,1.4042258,1,1332
7563,-0.37034827,0.7386516,-1.6275338,-0.9785786,-1.7222273,1,394
7564,-0.8800462,0.46924117,-0.7018688,-0.42747125,0.03701426,0,356
7565,-0.18954688,1.1546141,-1.4176252,-0.025082005,0.12418483,0,228
7566,-0.7432218,0.006760791,0.045347285,-0.48740447,0.14545105,1,343
7567,-0.03659193,0.5231704,-0.096678406,0.73992944,1.0464348,1,847
7568,-1.7401576,-0.93343925,0.05946037,0.43914986,-0.61683923,1,182
7569,-1.9140805,0.30381736,0.35268772,2.0538573,-0.81043637,1,490
7570,-1.0958834,0.1852239,0.6607521,2.2931523,1.3940706,0,1063
7571,0.60674196,-0.071848266,-1.3487266,1.0457939,-0.24968757,0,401
7572,0.04952853,0.11504935,1.8560442,-0.04981867,-0.39559412,1,801
7573,1.4767385,-0.14551792,-1.911452,0.48802,0.38956186,0,285
7574,1.680832,0.4466361,-1.2756062,-0.4265615,2.2359197,1,1140
7575,0.7638973,-0.021706175,-0.6518339,1.8579462,0.4751175,0,692
7576,-0.8397798,0.2125471,0.13233458,-0.7745028,0.21360609,1,352
7577,1.8717006,-0.5365313,0.9632212,-2.239881,-0.1272229,1,1018
7578,0.076791465,0.523096,0.06849689,-2.763618,1.0828335,0,389
7579,-0.3357666,0.27296072,1.0486635,1.2432185,0.12186043,0,740
7580,0.5439841,-0.61683,0.027726002,0.8171162,-0.71081954,0,240
7581,-0.2848003,-1.0311488,0.7330474,-0.6768848,-0.85140663,1,382
7582,1.055248,1.0699408,-0.25885224,-2.112612,-0.19682087,1,958
7583,0.19305854,-0.6337445,-0.30278203,0.9334532,0.0101064155,0,468
7584,-0.33568645,0.037771147,0.1267944,-1.2004601,-0.6599645,0,284
7585,0.34974316,0.13382125,-1.7683072,0.29022533,-0.33325285,1,451
7586,1.5914237,0.19281384,2.0629227,1.2926639,0.77993715,1,1764
7587,-0.49112028,0.22884263,-0.8564494,-0.10300115,-0.19531603,0,292
7588,0.019090338,-0.26037553,0.23059048,1.8360035,0.37276378,0,706
7589,0.20518327,-1.4381933,0.79324555,-0.27664748,0.2822885,0,280
7590,-0.23780434,-0.77313787,1.3433942,0.8005486,0.076459445,0,539
7591,-0.3111802,2.9897814,0.28967124,0.04617051,0.45915034,1,1329
7592,1.3290898,-0.22292548,0.5013332,-1.4383339,0.59262705,0,438
7593,-0.7537942,0.45532438,0.55004823,0.6474642,0.4476082,1,616
7594,1.232293,0.9553609,-0.63384885,0.11570801,1.1398165,1,1103
7595,0.95499635,0.78737915,0.83169615,-1.0269104,0.8976181,1,1043
7596,0.11715631,-0.8145077,-0.3894427,0.37823316,0.22038342,1,514
7597,-2.5061164,-1.8361399,-1.3751712,0.042667497,-0.08152206,1,98
7598,0.21226357,-0.61502373,-1.2102998,1.7094831,0.37271613,1,836
7599,-0.41632208,0.28871903,0.08564293,1.437955,-1.1447644,0,319
7600,1.5173746,-0.31626356,0.8942384,0.5027017,-0.813413,1,977
7601,-2.0849087,0.086465105,1.0382246,-0.37213266,-0.7060545,1,202
7602,0.5351094,0.88483894,-1.6116637,2.57738,0.6216674,1,1142
7603,-1.209583,0.8482025,0.4517725,0.25205988,-0.35457295,1,328
7604,0.09468508,1.3988601,-0.08688828,-0.38098732,-1.5281658,0,456
7605,0.5122614,1.8910836,0.5902491,1.5443326,0.5732271,0,1112
7606,0.31305587,0.96832436,1.0647258,-1.4686903,0.6803764,0,636
7607,1.2434685,-1.229236,0.0032838222,0.24041724,0.8746637,0,410
7608,-0.46136472,-0.004420327,-0.04840789,-0.21036357,0.6498278,1,437
7609,-1.0714071,-0.38859728,0.18649517,0.63750094,0.32274252,0,576
7610,-0.12515418,0.19164792,-0.50015825,-0.87488806,-0.09292107,1,396
7611,0.067169756,0.073859654,-0.02774169,-0.723756,-0.79471844,0,290
7612,-0.7254066,-0.007533086,-1.189345,0.68031377,1.1624415,0,724
7613,-0.04358529,-1.0017081,-1.5307124,-0.33660337,0.54049474,0,341
7614,-1.0811596,-0.5163665,-0.44499868,1.0850464,0.63749915,0,742
7615,0.8618859,0.2999224,2.2637362,0.7455396,-1.0895493,0,824
7616,1.8572313,-1.2692113,0.6661368,-0.5657623,-0.5707948,0,406
7617,2.1935875,-1.5238402,1.3547568,0.54217297,-2.3752065,1,972
7618,0.64912057,-1.2126374,-1.0612473,0.81958383,-0.9745843,1,414
7619,0.5652756,-0.6219414,-0.96520567,0.8677995,-0.916783,0,243
7620,1.0670696,0.057893865,-0.25202134,-0.17799564,-0.8003473,1,694
7621,-0.99383456,-1.2166703,0.37415895,0.6617458,-0.0011174881,1,409
7622,0.10478222,0.98574615,0.5706962,0.022751981,0.5120648,1,912
7623,-0.33905715,0.64057314,-0.62141204,-0.0032000218,0.81403714,1,539
7624,-1.6962835,0.3493643,0.89410466,-1.3987011,1.5800693,0,487
7625,-0.76003593,1.1933283,0.22896896,-1.4397558,0.002534856,0,420
7626,-0.85209966,2.1053207,-0.42822602,-0.79177314,0.9437303,1,677
7627,0.9156361,0.9125189,-0.59094256,-0.1939271,0.17326099,0,372
7628,0.42029035,-1.7023095,0.39102796,1.3030391,1.6392099,1,957
7629,0.16916697,-1.1942672,-0.94271195,0.58360565,0.08308487,1,529
7630,-0.8181234,-0.43910274,1.3892443,-0.17497227,0.07947564,1,351
7631,-0.11613678,0.5645744,-0.5471118,2.0587342,-0.15222345,0,633
7632,0.5516731,-0.777379,-0.7654632,1.3528723,0.6304666,1,803
7633,-1.4361548,-0.9940383,-0.67196894,0.65343183,0.12617387,0,623
7634,0.03393646,-0.96185416,1.0723851,1.8863984,0.24153964,0,761
7635,-0.0779538,-0.9064617,-0.42873558,-0.66615504,1.0621665,1,447
7636,0.33136916,-0.4219711,-1.5871471,-0.6722323,-3.1065392,0,259
7637,0.60884315,0.23098539,-0.62934583,-0.14575109,-1.4211928,1,531
7638,0.98177254,1.5316452,1.5383064,0.4752694,-0.23836163,0,940
7639,0.56381154,0.04742536,-1.1592042,-0.20103283,1.4116318,1,751
7640,-0.89224833,0.5162564,-0.43584386,-0.8584111,1.1191719,0,426
7641,1.001614,-0.1610488,-1.121394,1.9297409,-1.2068074,0,345
7642,-0.7734847,-0.25936016,0.8500869,-0.49790972,1.2771184,1,480
7643,0.7869599,0.8035997,2.190846,-1.5318443,-0.32187355,1,1284
7644,-0.15199207,0.1021888,1.0905555,1.342203,1.4925556,0,1073
7645,1.7958211,-0.9673534,-1.2276984,0.35594347,0.2824125,0,253
7646,0.758225,0.9639462,2.0087335,2.0975754,0.15432884,1,1734
7647,-0.4136465,0.75986946,-1.0109959,0.46556062,-0.8489166,1,393
7648,-0.88866884,0.4990944,-0.56350476,-0.38134933,-0.3122158,0,327
7649,-0.23127443,1.0152842,2.0255618,0.34415814,0.6421364,1,1193
7650,-0.5193591,-0.21632104,0.12811966,1.496484,-1.5395887,1,322
7651,0.009631333,-2.0383728,-1.9948853,-0.45363015,1.2872146,0,496
7652,-0.33064428,-0.4944706,-1.47839,-0.43203565,0.94893944,0,480
7653,0.03830302,-0.19001043,0.7861144,0.92751634,1.3153569,1,974
7654,-0.7218611,-0.8609389,-0.368498,-1.6009517,1.4204648,0,326
7655,0.048475377,0.7294965,1.398238,-1.3670179,0.41482636,1,857
7656,0.06943775,-1.4226841,0.32309726,-0.43285114,-1.6735058,1,337
7657,1.2194021,-1.271109,0.49944293,-1.6118276,0.96190596,1,601
7658,-2.5706477,-0.219414,-1.261965,1.3813177,-2.3255327,0,507
7659,-1.6174266,-1.2359207,-2.0716567,-1.0218502,-0.14818692,0,471
7660,-2.151006,-1.0189704,-0.2711551,0.32611883,-0.1635659,1,206
7661,-1.5047129,0.09799492,-2.846458,0.9536371,0.06908167,1,431
7662,0.47228816,-0.14958204,0.9013126,0.92109764,-1.0225472,1,677
7663,0.20821245,0.1403335,1.9066191,-0.89618945,1.5219605,1,1005
7664,-0.28706676,0.068223536,0.74933267,1.0574721,-0.1626771,1,662
7665,-0.19560532,-0.01339975,-0.13342963,0.623714,0.4649746,1,616
7666,-0.41168535,-0.14397778,-1.1218498,-1.1091461,2.4166322,0,582
7667,0.24807058,1.8425357,-0.5926799,1.5450584,2.019025,1,1552
7668,-0.8688124,-0.16940212,-0.086230166,1.5567427,1.7836584,0,1042
7669,-0.8338676,-0.09103221,-1.541585,-0.53452194,0.9045069,1,367
7670,-1.2523086,0.14671984,0.05550443,-0.5587812,-0.9363495,0,372
7671,2.445283,0.6325192,-1.4818503,-0.75258493,0.9631025,1,1006
7672,0.24927267,-1.3125207,0.10759068,-0.44724,-0.17643471,0,276
7673,-0.13759544,-1.2723353,-0.6497471,-0.5268619,1.0029074,0,408
7674,-0.98593706,0.0367996,-0.28240886,-1.2646269,0.81718713,0,381
7675,0.61994785,-0.049941055,-0.2407968,1.1462562,2.3582125,1,1228
7676,-0.99650824,0.018611947,-0.22626016,0.2436521,0.4030932,1,435
7677,-0.12309732,0.011926212,-0.0632728,0.7863623,0.668241,1,651
7678,1.4423108,0.22724628,0.054628942,1.3915333,0.027665682,1,1191
7679,-0.14427969,1.4484657,0.29847428,-1.0219861,-2.118335,1,833
7680,0.7333139,0.50183386,1.3947146,-1.0164052,0.43369806,0,692
7681,-0.37850738,-1.2782991,0.57424176,1.3394535,1.4033018,1,866
7682,-2.127404,-1.7570863,-0.5270754,-1.7764872,-1.2022903,0,556
7683,0.3270462,-0.4981903,-1.9291726,-2.4139004,1.1544987,0,287
7684,-0.64686465,-2.541227,-1.2009739,-2.406309,-1.476708,0,430
7685,-0.28050098,0.39331415,-0.38739172,-0.88523066,1.5349348,1,505
7686,0.44536313,-1.1886464,0.79844725,2.0780013,0.12878458,1,854
7687,-1.4133686,2.2341495,1.7452418,0.5531989,-0.4429643,0,776
7688,0.39646477,1.2115752,0.81524,0.3888558,0.6587173,1,1227
7689,-0.11081886,1.0248672,0.6266735,1.0764318,-0.13263747,0,730
7690,-0.0029266784,-1.5639025,-0.3226384,0.61311823,-0.37539142,0,361
7691,-0.7267487,0.6734385,0.8762956,0.016771445,-0.09189945,0,495
7692,-0.16940317,0.0013689571,1.1185776,0.74180174,0.23294094,0,693
7693,-0.88532245,0.3347464,-0.57753515,-0.05383264,0.45338392,1,434
7694,-2.0276043,0.24642289,-0.590141,-0.0504082,-1.0070907,0,450
7695,0.57305926,0.30627617,0.17940958,-1.0740465,-0.08043819,0,411
7696,1.4363176,0.05834383,-0.44337702,-0.10530955,-1.3225021,1,759
7697,0.06463073,-0.17503922,0.4366974,-0.28953123,-0.60434157,1,442
7698,0.7035422,-2.0721045,-2.0362568,0.742709,0.9479611,1,700
7699,0.25818878,1.685887,0.32014766,-0.117086716,1.2389249,1,1242
7700,-0.06915895,0.6589005,-0.6062162,0.93876815,-0.9330633,1,436
7701,0.39410716,0.37416944,-0.3752608,0.17407402,-1.5031105,1,558
7702,-0.5370328,-1.235431,-0.15430224,-0.29978806,0.27650124,1,297
7703,1.196374,-1.1097807,-0.4935188,0.6427646,1.092551,0,528
7704,1.79792,0.65517366,0.62045217,-1.113751,0.85434663,1,1286
7705,-0.30473578,-0.4654852,-1.3555789,-1.4285535,-0.19676219,1,319
7706,2.0478137,-1.5223327,-1.1351749,-1.4776627,0.7883523,0,118
7707,-1.1091428,1.0646577,-0.31425303,-1.0360975,0.39788234,0,307
7708,-0.40998912,-0.33607137,0.05242087,-0.10601499,-1.1838675,0,288
7709,-0.47205836,-0.5906642,0.7784995,1.3931118,-0.7047586,0,519
7710,-0.0052431864,-0.33123428,-0.04431329,-1.0696379,0.85334,1,389
7711,0.3950179,-0.285085,2.0161252,0.41757706,0.9006111,1,1127
7712,0.6693895,-0.6634214,-0.9378421,-2.079158,1.0994716,1,458
7713,1.1133658,-0.7112413,1.360371,-1.3005483,0.0048294947,0,564
7714,1.0905777,-0.39842382,0.33570397,0.15670882,0.7276727,0,558
7715,1.6518772,2.1073177,-2.810082,-0.13007407,-0.91610265,0,161
7716,-0.20954406,-1.2071203,-0.30264807,0.8057409,-0.4701555,1,373
7717,0.3679595,-0.32341784,0.46708468,-0.23111828,0.43645498,1,582
7718,-0.23870015,-2.3846226,-0.37166917,-0.4118943,-0.23950318,1,323
7719,2.8679643,-1.5350388,-1.1737287,-0.61360395,1.6956899,0,264
7720,-0.7876758,1.0977075,1.9721872,0.95593023,-0.44130102,0,877
7721,-1.0519148,0.80947036,1.1275725,0.24799976,2.1071224,1,1027
7722,-2.2399385,-0.65348923,0.12911762,0.66535467,-0.40141833,0,567
7723,-1.1589713,0.6748595,0.50580865,0.925633,-0.6316487,0,433
7724,-0.25915265,0.5862799,-0.6531105,-0.116151415,0.87286776,1,567
7725,-2.497458,-0.54546374,-1.2177273,-0.70263034,-0.613287,1,107
7726,0.8224806,-0.33691755,-0.83680564,-0.21310389,1.7976876,1,781
7727,0.52190167,-1.6409119,-0.36342815,0.6225059,0.3488336,1,613
7728,-1.4597601,-0.1426412,-2.059759,0.15562965,-1.8173074,0,422
7729,1.0043477,-1.1194799,0.8100348,-0.7531881,0.46375775,0,306
7730,-0.18602255,1.3415082,-0.15148321,-0.9502379,-1.1321588,0,427
7731,0.38148654,-0.5719848,-0.49590036,0.013218896,0.0025276446,1,422
7732,-0.04940123,-1.3932056,0.25657722,-0.36992496,-1.7625507,0,316
7733,-0.2586551,0.5093668,0.06061257,0.245446,-0.107751496,1,511
7734,-0.27162653,-0.6400496,-1.7635456,-0.6012871,0.5736602,1,333
7735,-0.5084448,0.28641197,-0.30667293,0.6259616,2.2512991,0,909
7736,0.2782953,1.3678277,-1.8593155,0.48238525,0.30091512,0,311
7737,1.4010234,0.118193425,1.5102001,0.24933572,0.0784956,0,775
7738,0.9381755,-0.6259585,-1.6426905,-0.2609254,0.47299042,0,221
7739,1.1624968,0.8729321,0.15520123,-0.17889711,1.1308807,0,736
7740,-0.8720142,0.3511983,1.4656757,-0.009433291,-0.448034,0,529
7741,2.0320063,1.1117442,-1.1744926,0.008670001,-0.35974625,1,1082
7742,-2.0800443,0.5814206,-0.75921166,-0.75571024,-1.0318918,1,228
7743,0.687881,1.2072724,0.7268259,-0.95349735,1.7615756,1,1240
7744,1.1580828,-0.38862568,0.2212892,1.3676108,0.3032391,1,1044
7745,0.6006112,-0.14611362,1.1187925,1.0321225,-0.2602479,1,936
7746,-0.93357897,1.1579124,-0.13784632,1.2470192,1.4751838,1,972
7747,0.22239506,-1.0392667,0.49333718,-0.20598839,-0.1934934,1,365
7748,0.5096886,-1.0518253,0.64539886,-0.5215501,0.014701686,0,287
7749,-0.38403198,0.061699104,0.4000541,1.3469653,-2.4867084,1,364
7750,-0.2562259,-0.63815904,1.7377044,0.20802335,0.94680053,1,764
7751,0.91223055,0.14894745,1.8348149,1.2680739,0.29075876,1,1424
7752,0.84846324,-0.39565992,-0.66554165,-0.26452383,-2.0108483,0,219
7753,1.1809118,-0.06950249,-1.4543272,-1.1605583,2.135916,1,708
7754,0.22262694,1.6010901,0.5743717,1.2609061,1.0843239,1,1476
7755,-1.0866288,-0.51270735,-1.0446751,0.015117385,2.3702626,0,869
7756,1.665604,-0.5617253,0.7437756,0.075158924,-0.013481,0,513
7757,0.15221308,0.96918035,2.195439,0.10110711,0.5583365,0,1002
7758,0.9842602,0.068486206,0.8703357,1.1952667,-0.92171276,0,591
7759,1.5803492,0.0510266,-0.57905585,-0.8488584,0.1833679,0,275
7760,0.87508196,-2.3682473,1.4968275,-0.27913615,0.14404152,0,256
7761,-0.81723356,0.37556213,-1.4209303,0.4829219,0.2521806,0,496
7762,-1.5925329,-0.6282151,0.40959847,-0.49516833,1.1435646,0,559
7763,-1.7035432,1.8391888,-0.2026169,0.790201,2.1472273,0,891
7764,0.5635314,0.29644942,-0.35440856,0.7249924,2.0703957,0,888
7765,-0.016940527,0.49346793,0.58262366,1.2495137,0.22347493,1,962
7766,0.86761665,-0.08250902,-1.0117105,-0.2624316,1.9033186,0,511
7767,-0.35918897,1.0698081,-0.07259919,-0.6262427,-1.3760668,0,392
7768,1.5104485,1.5554727,-1.5471524,-0.4295313,0.30076128,1,985
7769,-0.7402095,0.19174834,1.0934186,1.1781632,-0.37991387,1,606
7770,0.77655154,0.3094752,-0.5304407,-0.83667535,0.51356536,0,268
7771,-0.07096376,-0.70913893,0.677493,1.7352095,1.2840292,0,914
7772,1.0810263,1.8470556,0.42436802,-0.21265563,-1.0327222,0,725
7773,0.9597071,1.0504832,0.5395147,0.35320333,0.93935066,0,878
7774,-1.199936,0.99501175,0.5561787,1.0513351,0.35839903,1,708
7775,2.1495388,0.66568965,0.57340825,0.611932,-0.26325306,0,775
7776,1.0425483,0.010232939,0.39553836,1.6176616,-1.1330441,1,893
7777,0.67592275,0.18756998,1.9802191,-0.65389633,0.43409806,1,1057
7778,0.3879963,-0.037218105,-1.7120824,0.21802998,-0.5047567,0,222
